artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Petey Pablo,Freek-A-Leek,235186,TRUE,2003,56,0.737,0.697,2,-3.716,1,0.254,0.0756,0.0,0.359,0.662,104.917,"hip hop, pop"
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,TRUE,2003,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57E-06,0.0801,0.759,102.009,"hip hop, pop"
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,FALSE,2003,38,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036,"pop, Dance/Electronic"
Room 5,Make Luv,212413,FALSE,2003,57,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814,Dance/Electronic
Sugababes,Hole In The Head,218173,FALSE,2003,57,0.785,0.933,6,-4.629,0,0.0309,0.0303,0.0,0.137,0.962,125.011,"pop, R&B"
Sugababes,Too Lost In You,237693,FALSE,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,"pop, R&B"
Sugababes,Too Lost In You,237693,FALSE,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,"pop, R&B"
Switchfoot,Meant to Live,201373,FALSE,2003,61,0.397,0.903,2,-4.577,1,0.0457,0.00575,1.6E-06,0.362,0.556,151.551,"rock, pop"
The Rasmus,In the Shadows,257920,FALSE,2003,68,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2E-05,0.484,0.75,105.991,metal
The Strokes,Reptilia,219826,FALSE,2003,74,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,rock
The White Stripes,Seven Nation Army,231920,FALSE,2003,3,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904,"rock, blues"
Three Days Grace,I Hate Everything About You,231480,FALSE,2003,72,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,"rock, metal"
Ultrabeat,Pretty Green Eyes - Radio Edit,201920,FALSE,2003,59,0.553,0.775,1,-10.284,0,0.043,0.212,0.0,0.0728,0.51,139.993,"pop, Dance/Electronic"
Wayne Wonder,No Letting Go,202013,FALSE,2003,63,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,"hip hop, R&B"
Westlife,Mandy,199320,FALSE,2003,57,0.447,0.636,5,-5.08,1,0.0278,0.254,9.25E-05,0.11,0.376,105.678,pop
Will Young,Leave Right Now,214733,FALSE,2003,55,0.641,0.445,6,-8.674,1,0.0368,0.145,0.0,0.108,0.383,81.931,pop
Will Young,Leave Right Now,214733,FALSE,2003,55,0.641,0.445,6,-8.674,1,0.0368,0.145,0.0,0.108,0.383,81.931,pop
Ying Yang Twins,Salt Shaker,252440,TRUE,2003,61,0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965,"hip hop, pop"
Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,TRUE,2003,54,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,"hip hop, pop"
2Pac,Ghetto Gospel,238053,TRUE,2004,68,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,hip hop
Akon,Locked Up,235066,TRUE,2004,16,0.818,0.579,7,-4.475,1,0.101,0.023,0.0,0.107,0.354,89.987,pop
Akon,Bananza (Belly Dancer),238493,FALSE,2004,28,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37E-06,0.755,0.666,104.838,pop
Akon,Lonely,235800,TRUE,2004,21,0.629,0.532,5,-7.88,0,0.0352,0.331,0.0,0.238,0.619,90.098,pop
Anastacia,Left Outside Alone,257426,FALSE,2004,65,0.663,0.746,2,-3.567,0,0.0321,0.0697,0.0,0.0929,0.325,102.847,pop
Ashanti,Only U - No Intro,186306,FALSE,2004,56,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75E-06,0.188,0.278,94.547,"hip hop, pop, R&B"
Ashlee Simpson,Pieces Of Me,217440,FALSE,2004,56,0.505,0.799,2,-4.286,1,0.0773,0.0572,0.0,0.11,0.772,174.001,pop
Avril Lavigne,Nobody's Home,212413,FALSE,2004,61,0.348,0.907,5,-3.66,0,0.0497,0.000516,0.0,0.161,0.177,185.406,pop
Avril Lavigne,Don't Tell Me,202013,FALSE,2004,58,0.523,0.795,4,-2.92,1,0.0386,0.00462,0.0,0.358,0.484,144.106,pop
Avril Lavigne,My Happy Ending,242413,TRUE,2004,68,0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,pop
Black Eyed Peas,Let's Get It Started - Spike Mix,217733,FALSE,2004,53,0.785,0.799,11,-2.208,0,0.126,0.117,0.0,0.292,0.797,104.923,"hip hop, pop"
Blue,Sorry Seems To Be The Hardest Word,210066,FALSE,2004,57,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19E-06,0.38,0.442,78.955,pop
Brian McFadden,Almost Here,229826,FALSE,2004,42,0.561,0.452,9,-7.324,0,0.0336,0.409,0.0,0.106,0.316,77.984,set()
Britney Spears,My Prerogative,213893,FALSE,2004,53,0.749,0.938,10,-4.423,0,0.118,0.0127,1.96E-06,0.103,0.619,111.014,pop
Christina Milian,Dip It Low,197186,FALSE,2004,45,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,"hip hop, pop, R&B"
Ciara,Goodies (feat. Petey Pablo),223000,FALSE,2004,67,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52E-06,0.298,0.872,102.017,"pop, R&B"
Ciara,Oh (feat. Ludacris),256346,FALSE,2004,61,0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29,"pop, R&B"
D12,My Band,298773,TRUE,2004,73,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05E-06,0.116,0.844,120.014,"hip hop, pop, rock"
D12,How Come,249533,TRUE,2004,57,0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,"hip hop, pop, rock"
Daddy Yankee,Gasolina,192600,FALSE,2004,11,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2E-06,0.0789,0.753,96.009,latin
Destiny's Child,Lose My Breath,242013,FALSE,2004,61,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,"pop, R&B"
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325573,FALSE,2004,63,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,"pop, R&B"
Destiny's Child,Cater 2 U,245400,FALSE,2004,58,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,"pop, R&B"
Destiny's Child,Girl,224146,FALSE,2004,55,0.567,0.747,6,-6.019,0,0.105,0.31,0.0,0.04,0.556,89.036,"pop, R&B"
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",285586,FALSE,2004,69,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.779,199.764,"hip hop, pop"
DJ Casper,Cha Cha Slide - Hardino Mix,222146,FALSE,2004,51,0.853,0.911,11,-6.722,0,0.125,0.0436,0.00571,0.287,0.802,131.012,set()
Eamon,Fuck It (I Don't Want You Back),225106,TRUE,2004,64,0.828,0.653,0,-6.245,0,0.0653,0.214,3.25E-06,0.0404,0.575,68.507,set()
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,TRUE,2004,77,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,hip hop
Eminem,Just Lose It,248680,TRUE,2004,67,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04E-05,0.281,0.962,121.003,hip hop
Eminem,Like Toy Soldiers,296880,TRUE,2004,48,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop
Eminem,Ass Like That,265480,TRUE,2004,52,0.646,0.796,2,-6.152,1,0.366,0.409,0.0,0.107,0.676,83.093,hip hop
Eminem,Mockingbird,250760,TRUE,2004,77,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,hip hop
Eminem,Like Toy Soldiers,296880,TRUE,2004,67,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop
Eric Prydz,Call on Me - Radio Mix,171360,FALSE,2004,72,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,"pop, Dance/Electronic"
Franz Ferdinand,Take Me Out,237026,FALSE,2004,77,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,rock
George Michael,Amazing,265826,FALSE,2004,57,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77E-06,0.117,0.88,128.429,set()
Girls Aloud,Love Machine,205360,FALSE,2004,59,0.663,0.95,7,-4.21,1,0.0621,0.00127,0.00492,0.0753,0.697,116.02,"pop, Dance/Electronic"
Green Day,American Idiot,176346,TRUE,2004,77,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,rock
Green Day,Boulevard of Broken Dreams,261266,TRUE,2004,72,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54E-05,0.0383,0.506,167.046,rock
Gwen Stefani,What You Waiting For?,221226,FALSE,2004,60,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19E-06,0.384,0.731,136.027,"pop, R&B"
Gwen Stefani,Rich Girl,236213,FALSE,2004,68,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49E-05,0.206,0.722,98.018,"pop, R&B"
Gwen Stefani,Hollaback Girl,199853,TRUE,2004,69,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17E-06,0.0234,0.904,110.007,"pop, R&B"
Gwen Stefani,Cool,189333,FALSE,2004,59,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,"pop, R&B"
Houston,I Like That,236520,FALSE,2004,59,0.797,0.502,10,-3.925,0,0.0968,0.0154,0.0,0.1,0.385,106.997,"hip hop, pop"
Infernal,From Paris to Berlin,209666,FALSE,2004,57,0.741,0.869,9,-6.534,0,0.0816,0.096,0.0,0.0396,0.839,126.069,pop
Jay Sean,Eyes On You - Radio Mix,190493,FALSE,2004,42,0.802,0.672,7,-4.971,1,0.0847,0.0775,0.0,0.136,0.619,96.525,"hip hop, pop, R&B"
JAY-Z,Numb / Encore,205733,TRUE,2004,76,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,hip hop
Juanes,La Camisa Negra,216706,FALSE,2004,70,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,"pop, latin"
Kanye West,Jesus Walks,193733,TRUE,2004,73,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,hip hop
Kanye West,Through The Wire,221226,TRUE,2004,76,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21E-06,0.158,0.66,83.089,hip hop
Kanye West,All Falls Down,223506,TRUE,2004,80,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,hip hop
Kelly Clarkson,Behind These Hazel Eyes,198973,FALSE,2004,59,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,"pop, R&B"
Kelly Clarkson,Because of You,219493,FALSE,2004,71,0.587,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.92,"pop, R&B"
Kelly Clarkson,Since U Been Gone,188960,FALSE,2004,71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,"pop, R&B"
Kevin Lyttle,Turn Me On,192106,FALSE,2004,67,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,hip hop
Kylie Minogue,I Believe in You,200973,FALSE,2004,47,0.548,0.785,7,-5.087,1,0.0704,0.00277,0.048,0.329,0.418,120.939,"pop, Dance/Electronic"
Lemar,If There's Any Justice,229080,FALSE,2004,46,0.706,0.665,6,-5.348,0,0.0453,0.0128,0.0,0.338,0.639,89.993,R&B
Lil Jon & The East Side Boyz,Lovers And Friends,260600,TRUE,2004,66,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,"hip hop, pop"
Lil' Flip,Sunshine (feat. Lea),225173,TRUE,2004,42,0.814,0.387,0,-9.867,1,0.0946,0.0248,0.0,0.131,0.792,93.961,"hip hop, pop"
LL Cool J,Headsprung,267320,FALSE,2004,56,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.5E-05,0.0745,0.465,99.916,"hip hop, pop, R&B"
Lloyd,Southside,277840,FALSE,2004,59,0.688,0.404,9,-9.481,0,0.0818,0.377,0.0,0.0813,0.448,75.007,"hip hop, pop, R&B"
Lloyd Banks,On Fire,187280,TRUE,2004,61,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,"hip hop, pop"
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,171546,FALSE,2004,59,0.668,0.905,6,-5.395,1,0.038,0.00232,0.0331,0.141,0.667,128.658,Dance/Electronic
Ludacris,Get Back,270746,TRUE,2004,59,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.118,0.184,171.609,"hip hop, pop"
Mario,Let Me Love You,256733,FALSE,2004,72,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,"pop, R&B"
Mis-Teeq,All I Want - Sunship Radio Edit,207400,FALSE,2004,46,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,"pop, Dance/Electronic"
Mis-Teeq,Scandalous - U.S. Radio Edit,238840,FALSE,2004,59,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,"pop, Dance/Electronic"
N.E.R.D,She Wants To Move,213786,FALSE,2004,57,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,hip hop
Natasha Bedingfield,Unwritten,259333,FALSE,2004,2,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,pop
Nelly,My Place,336506,TRUE,2004,57,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49E-06,0.0982,0.642,163.153,"hip hop, pop, R&B"
Nelly,Over And Over,253933,TRUE,2004,61,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37E-06,0.158,0.464,169.799,"hip hop, pop, R&B"
Next,Wifey,243666,FALSE,2004,52,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,"hip hop, pop, R&B"
Nina Sky,Move Ya Body,232000,FALSE,2004,67,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,"pop, R&B"
O-Zone,Dragostea Din Tei,215431,FALSE,2004,56,0.809,0.965,0,-3.947,1,0.0427,0.177,0.0,0.0577,0.672,130.103,pop
Papa Roach,Scars,208199,FALSE,2004,60,0.455,0.929,11,-3.295,1,0.0494,0.0875,0.0,0.226,0.484,89.782,"rock, metal"
Robbie Williams,Radio,233600,FALSE,2004,33,0.607,0.874,5,-5.409,0,0.0349,0.00331,0.0494,0.26,0.846,130.015,"pop, rock"
Ryan Cabrera,TRUE,204173,FALSE,2004,62,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,pop
Scissor Sisters,Comfortably Numb,266040,FALSE,2004,43,0.803,0.924,7,-6.466,1,0.0391,0.237,0.0167,0.104,0.788,116.972,"pop, rock, Dance/Electronic"
Snoop Dogg,Drop It Like It's Hot,266066,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,"hip hop, pop"
Snoop Dogg,Signs,236813,TRUE,2004,54,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,"hip hop, pop"
Snoop Dogg,Drop It Like It's Hot,266066,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,"hip hop, pop"
Special D.,Come With Me - Radio Edit,185133,FALSE,2004,61,0.739,0.999,7,-5.077,1,0.0803,0.13,0.00224,0.28,0.501,139.982,pop
Spiderbait,Black Betty - Edit,205973,FALSE,2004,63,0.562,0.865,7,-6.476,0,0.0922,2.06E-05,0.591,0.219,0.35,124.047,rock
T.I.,Bring Em Out,216706,TRUE,2004,63,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,"hip hop, pop"
Terror Squad,Lean Back,247426,TRUE,2004,67,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321,hip hop
The Shapeshifters,Lola's Theme - Radio Edit,207066,FALSE,2004,65,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,Dance/Electronic
The Streets,Fit but You Know It,254266,TRUE,2004,58,0.68,0.844,6,-1.729,1,0.299,0.23,0.0,0.0305,0.895,172.302,"hip hop, Dance/Electronic"
Trillville,Some Cut,283454,TRUE,2004,50,0.9,0.515,1,-6.626,1,0.372,0.00341,0.0,0.111,0.659,84.995,"hip hop, pop"
Twista,Overnight Celebrity,233360,TRUE,2004,66,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,"hip hop, pop, R&B"
Twista,Slow Jamz,316053,TRUE,2004,72,0.559,0.733,2,-5.659,0,0.171,0.314,0.0,0.284,0.611,145.115,"hip hop, pop, R&B"
Twista,Sunshine (feat. Anthony Hamilton),226013,TRUE,2004,56,0.926,0.888,11,-5.337,1,0.294,0.261,0.0,0.348,0.819,98.523,"hip hop, pop, R&B"
U2,Vertigo,193520,FALSE,2004,64,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,"World/Traditional, rock"
U2,Sometimes You Can't Make It On Your Own,305080,FALSE,2004,56,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96.0,"World/Traditional, rock"
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,FALSE,2004,81,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,"hip hop, pop, R&B"
Usher,My Boo,223440,FALSE,2004,76,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,"hip hop, pop, R&B"
Usher,Caught Up,224640,FALSE,2004,61,0.817,0.806,6,-4.606,1,0.0623,0.027,9E-06,0.119,0.805,110.086,"hip hop, pop, R&B"
50 Cent,Candy Shop,209106,TRUE,2005,79,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2E-05,0.38,0.755,125.173,"hip hop, pop"
50 Cent,Just A Lil Bit,237706,TRUE,2005,76,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,"hip hop, pop"
50 Cent,Disco Inferno,214226,TRUE,2005,72,0.925,0.659,3,-4.763,1,0.231,0.206,7.88E-05,0.279,0.71,97.018,"hip hop, pop"
50 Cent,Outta Control - Remix,247506,TRUE,2005,60,0.772,0.599,8,-5.996,0,0.246,0.0277,0.0,0.0839,0.557,92.029,"hip hop, pop"
Baby Bash,"Baby, I'm Back",219920,TRUE,2005,4,0.899,0.365,9,-5.461,0,0.105,0.0508,0.0,0.097,0.749,100.01,"hip hop, pop, R&B, latin"
Backstreet Boys,Incomplete,239586,FALSE,2005,63,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,pop
Black Eyed Peas,My Humps,326960,FALSE,2005,67,0.802,0.682,1,-5.924,0,0.222,0.111,1.39E-05,0.109,0.586,123.95,"hip hop, pop"
Black Eyed Peas,Don't Phunk With My Heart,239773,FALSE,2005,62,0.69,0.928,5,-2.76,0,0.061,0.00937,0.0,0.547,0.604,130.889,"hip hop, pop"
Black Eyed Peas,Don't Lie,219000,FALSE,2005,61,0.662,0.785,9,-5.299,1,0.186,0.16,0.0,0.0784,0.604,89.885,"hip hop, pop"
Black Eyed Peas,Pump It,213066,FALSE,2005,75,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,"hip hop, pop"
Bob Sinclar,Love Generation - Radio Edit,207613,FALSE,2005,49,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04,"pop, Dance/Electronic"
Bobby V.,"Slow Down - 12"" Version",258666,FALSE,2005,65,0.568,0.732,11,-4.896,0,0.103,0.179,4.92E-06,0.401,0.626,186.048,"hip hop, pop, R&B"
Bodyrockers,I Like The Way - Radio Edit,200053,FALSE,2005,54,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,"rock, Dance/Electronic"
Bow Wow,Like You (feat. Ciara),205840,FALSE,2005,66,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,"hip hop, pop, R&B"
Bow Wow,Let Me Hold You (feat. Omarion),248493,FALSE,2005,62,0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,"hip hop, pop, R&B"
Bubba Sparxxx,Ms. New Booty,252653,TRUE,2005,62,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,"hip hop, pop, country"
Carrie Underwood,Before He Cheats,199946,FALSE,2005,76,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,"pop, country"
Chamillionaire,Ridin',303053,TRUE,2005,71,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,"hip hop, pop"
Chris Brown,Run It! (feat. Juelz Santana),229866,FALSE,2005,71,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,"hip hop, pop, R&B"
Chris Brown,Gimme That,186826,FALSE,2005,63,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59E-05,0.118,0.444,87.165,"hip hop, pop, R&B"
Chris Brown,Yo (Excuse Me Miss),229040,FALSE,2005,69,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,"hip hop, pop, R&B"
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202213,FALSE,2005,52,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,"pop, R&B"
Coldplay,Speed of Sound,287906,FALSE,2005,69,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"rock, pop"
Craig David,Don't Love You No More (I'm Sorry),243986,FALSE,2005,56,0.636,0.558,7,-7.076,1,0.0245,0.462,0.0,0.062,0.572,100.113,"hip hop, pop, R&B"
Crazy Frog,Axel F,168879,FALSE,2005,67,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,pop
D4L,Laffy Taffy,224253,TRUE,2005,63,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,"hip hop, pop"
D4L,Laffy Taffy,224253,TRUE,2005,63,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,"hip hop, pop"
Daniel Powter,Bad Day,233640,FALSE,2005,74,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,pop
David Banner,Play,230133,TRUE,2005,52,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,"hip hop, pop"
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],268800,FALSE,2005,63,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,"hip hop, pop"
Eminem,Shake That,274440,TRUE,2005,74,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94E-05,0.157,0.534,107.005,hip hop
Eminem,When I'm Gone,281320,TRUE,2005,68,0.618,0.746,10,-5.476,0,0.352,0.0553,0.0,0.273,0.75,75.272,hip hop
Fall Out Boy,"Dance, Dance",180266,FALSE,2005,74,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,rock
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211320,FALSE,2005,41,0.905,0.55,1,-7.558,1,0.372,0.0628,0.0,0.0644,0.52,100.813,"hip hop, pop"
Foo Fighters,Best of You,255626,FALSE,2005,76,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,"rock, metal"
Fort Minor,Remember the Name (feat. Styles of Beyond),230493,TRUE,2005,73,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87E-06,0.0795,0.88,84.858,"hip hop, pop, rock"
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),231866,TRUE,2005,42,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999,"hip hop, pop, rock"
Franz Ferdinand,Do You Want To,215000,FALSE,2005,61,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock
Gorillaz,Feel Good Inc.,222640,FALSE,2005,82,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop
Gorillaz,DARE,244999,FALSE,2005,73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop
James Blunt,You're Beautiful,209493,TRUE,2005,75,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,pop
James Blunt,Goodbye My Lover,258653,FALSE,2005,67,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop
Jeezy,Soul Survivor,280013,TRUE,2005,55,0.684,0.493,10,-7.728,1,0.0459,0.000839,0.0,0.157,0.08,84.03,"hip hop, pop"
Jennifer Lopez,Get Right,225533,FALSE,2005,65,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,"hip hop, pop, R&B"
JoJo,Leave (Get Out) - Radio Edit,242746,FALSE,2005,49,0.656,0.513,5,-8.691,1,0.253,0.156,6.45E-05,0.0763,0.464,86.891,"hip hop, pop, R&B"
Kaiser Chiefs,Everyday I Love You Less And Less,217706,FALSE,2005,58,0.49,0.956,1,-4.556,0,0.0407,0.00466,6.15E-06,0.242,0.577,160.028,rock
Kaiser Chiefs,I Predict A Riot,233186,FALSE,2005,63,0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842,rock
Kanye West,Gold Digger,207626,TRUE,2005,78,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,hip hop
Kanye West,Diamonds From Sierra Leone - Remix,233400,TRUE,2005,61,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,hip hop
Kanye West,Touch The Sky,236600,TRUE,2005,73,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,hip hop
Katie Melua,Nine Million Bicycles,197160,FALSE,2005,60,0.534,0.247,0,-15.636,1,0.0322,0.516,0.00859,0.122,0.344,82.168,"pop, easy listening, jazz"
Keyshia Cole,Love,255333,FALSE,2005,72,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,"hip hop, pop, R&B"
KT Tunstall,Suddenly I See,201706,FALSE,2005,71,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,"World/Traditional, pop, Folk/Acoustic"
KT Tunstall,Black Horse And The Cherry Tree,172373,FALSE,2005,64,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,"World/Traditional, pop, Folk/Acoustic"
